LSOA code,Total Crimes,2019,2020,2021,2022,2023,Average Crimes 2019-2023,sum,Crime Rate (Average Crimes/residents*1000)
E01033456,1534,279,361,243,318,333,306.8,2625,116.88
E01033487,364,68,72,75,62,87,72.8,1199,60.72
E01033490,1698,455,297,286,376,284,339.6,1400,242.57
E01033491,3168,693,668,575,623,609,633.6,1932,327.95
E01033579,2205,191,482,703,474,355,441.0,1885,233.95
E01033581,1392,394,410,244,190,154,278.4,1923,144.77
E01033584,505,87,95,75,124,124,101.0,1703,59.31
E01033592,466,88,79,77,93,129,93.2,1983,47.0
E01033601,997,216,250,197,191,143,199.4,1981,100.66
E01033607,743,143,160,147,210,83,148.6,1075,138.23
E01033698,500,86,152,132,94,36,100.0,883,113.25
E01033699,4789,934,941,869,959,1086,957.8,1413,677.85
E01033704,2383,430,414,414,482,643,476.6,2343,203.41
E01033705,921,162,212,163,218,166,184.2,1436,128.27
E01033708,11990,3072,2028,2117,2456,2317,2398.0,1868,1283.73
E01033711,1895,460,387,346,372,330,379.0,1913,198.12
E01033725,1983,441,558,472,392,120,396.6,4445,89.22
E01033728,507,64,123,90,100,130,101.4,1763,57.52
E01033731,4024,845,1069,889,920,301,804.8,2609,308.47
E01033737,3755,715,628,716,768,928,751.0,1935,388.11
E01033738,1515,395,284,284,298,254,303.0,1861,162.82
E01033741,1590,318,271,274,398,329,318.0,2697,117.91
E01033742,261,57,70,63,37,34,52.2,1344,38.84
E01033743,1011,119,113,133,288,358,202.2,1941,104.17
